molecule,smiles,max_abs,loge,max_em,stokes,yield,doi,solvent,dc,etn
Ale-3b,COc1ccc(cc1)c2ccc(Oc3ccc(F)cc3)c4nsnc24,388.0,,487.0,99.0,,https://doi.org/10.1016/j.tetlet.2018.06.052,CHX,2.02,0.006
P-1,C(C1C=C(C#CC2C3C(=NSN=3)C=CC=2)C=C(C#CC2C3C(=NSN=3)C=CC=2)C=1)#CC1C2C(=NSN=2)C=CC=1,395.0,,,,,https://doi.org/10.1021/acscatal.8b00407,VAC,0.0,0.0
P-2,CCCCCCC1(C2C(=CC=C(C3C=C(C4C5C(=NSN=5)C=CC=4)C=C(C4C5C(=NSN=5)C=CC=4)C=3)C=2)C2C=CC=CC1=2)CCCCCC,410.0,,585.0,,,https://doi.org/10.1021/acscatal.8b00407,VAC,0.0,0.0
P-3,CC1C2C(=NSN=2)C(C#CC2C=C(/C=C(\SCCC(O)=O)/C3C4C(=NSN=4)C(C)=CC=3)C=C(C#CC3C4C(=NSN=4)C=CC=3)C=2)=CC=1,493.0,,,,,https://doi.org/10.1021/acscatal.8b00407,VAC,0.0,0.0
P-4,CC1C=C(NC(C2C=C(C(NC3C=CC(C4C5C(=NSN=5)C(C5C=CC=CC=5)=CC=4)=CC=3)=O)C=C(C(NC3C=CC=C(C)C=3)=O)C=2)=O)C=CC=1,435.0,,,,,https://doi.org/10.1021/acscatal.8b00407,VAC,0.0,0.0
P-5,CC(C(C1C=CC=CC=1)(C)C)(CCC1C=CC(C2C3C(=NSN=3)C(C3C=CC(CCC(C(C4C=CC=CC=4)(C)C)(C)C)=CC=3)=CC=2)=CC=1)C,397.0,,,,,https://doi.org/10.1021/acscatal.8b00407,VAC,0.0,0.0
P-16,CC(OC(N1C2C=C(C3C=C(C4C5C(=NSN=5)C=CC=4)C=C(C4C=C5C(C6C=CC=CC=6N5C(OC(C)(C)C)=O)=CC=4)C=3)C=CC=2C2C=CC=CC1=2)=O)(C)C,404.0,,,,,https://doi.org/10.1021/acscatal.8b00407,VAC,0.0,0.0
P-17,C1C=CC=CC=1C1C2C(=NSN=2)C(/C=C(/C2C=C(/C(/C#N)=C/C3C4C(=NSN=4)C(C4C=CC=CC=4)=CC=3)C=C(/C=C(/C3C4C(=NSN=4)C(C4C=CC=CC=4)=CC=3)\C#N)C=2)\C#N)=CC=1,385.0,,501.0,,,https://doi.org/10.1021/acscatal.8b00407,VAC,0.0,0.0
P-23,C1C=C(C2N=C(C3C=CC(C4C5C(=NSN=5)C(C5C=CC=CC=5)=CC=4)=CC=3)N=C(C3C=CC(C4C5C(=NSN=5)C(C5C=CC=CC=5)=CC=4)=CC=3)N=2)C=CC=1C1C2C(=NSN=2)C(C2C=CC=CC=2)=CC=1,410.0,,,,,https://doi.org/10.1021/acscatal.8b00407,VAC,0.0,0.0
P-24,CCCCCCC1(C2C(=CC=C(C=2)C#CC2C=C(C#CC3C=C4C(C5C=CC(C)=CC=5C4(CCCCCC)CCCCCC)=CC=3)C=C(C#CC3C4C(=NSN=4)C=C4N=S=NC=34)C=2)C2C=CC(C)=CC1=2)CCCCCC,304.0,,542.0,,,https://doi.org/10.1021/acscatal.8b00407,VAC,0.0,0.0
P-25,C1C(C2C3C(=NSN=3)C=CC=2)=CC=CC=1,468.0,,,,,https://doi.org/10.1021/acscatal.8b00407,VAC,0.0,0.0
P-26,CC1C2C(=NSN=2)C(C2C=C(C3C4C(=NSN=4)C=CC=3)C=CC=2C2C3C(=NSN=3)C=CC=2)=CC=1,440.0,,,,,https://doi.org/10.1021/acscatal.8b00407,VAC,0.0,0.0
P-27,C1C=CC2C(=NSN=2)C=1C1C=C(C2C3C(=NSN=3)C=CC=2)C=C(C2C3C(=NSN=3)C=CC=2)C=1,390.0,,,,,https://doi.org/10.1021/acscatal.8b00407,VAC,0.0,0.0
P-28,C1C=CC2C(=NSN=2)C=1C1C=C(C2C3C(=NSN=3)C=CC=2)C(C2C3C(=NSN=3)C=CC=2)=CC=1C1C2C(=NSN=2)C=CC=1,365.0,,,,,https://doi.org/10.1021/acscatal.8b00407,VAC,0.0,0.0
Sara-3a,O=Cc1sccc1c2ccc(CCCCCCCc3scc(c3)c4sccc4)c5nsnc25,495.0,,644.0,149.0,0.59,https://doi.org/10.1016/j.dyepig.2017.10.038,EtOH,24.852,0.654
Sara-3b,O=Cc1sccc1c2ccc(c3ccc(cc3)N(c4ccccc4)c5ccccc5)c6nsnc26,475.0,,657.0,182.0,0.15,https://doi.org/10.1016/j.dyepig.2017.10.038,EtOH,24.852,0.654
Sara-4a,NCC(=C/c1sccc1c2ccc(CCCCCCCc3scc(c3)c4sccc4)c5nsnc25)/C(O)=O,506.0,,625.0,119.0,0.21,https://doi.org/10.1016/j.dyepig.2017.10.038,EtOH,24.852,0.654
Sara-4b,NCC(=C/c1sccc1c2ccc(c3ccc(cc3)N(c4ccccc4)c5ccccc5)c6nsnc26)/C(O)=O,482.0,,655.0,173.0,0.08,https://doi.org/10.1016/j.dyepig.2017.10.038,EtOH,24.852,0.654
Imane-9,CC(C)(C)C1=CC=C(C=C1)C2=CC=CC3=NSN=C32,358.0,,488.0,,0.88,https://doi.org/10.1039/C7TC05395A,DCM,8.93,0.309
Imane-17,C1Oc2ccc(cc2O1)c3cccc4nsnc34,376.0,,530.0,,0.79,https://doi.org/10.1039/C7TC05395A,DCM,8.93,0.309
Imane-19,C1C2C=CC=CC2c3cc(ccc13)c4cccc5nsnc45,376.0,,510.0,,0.90,https://doi.org/10.1039/C7TC05395A,DCM,8.93,0.309
Imane-20,s1nc2cccc(C3=C4C=CC=C5C=CC6=CC=CC(=C3)C6C45)c2n1,382.0,,530.0,,,https://doi.org/10.1039/C7TC05395A,DCM,8.93,0.309
Imane-24,C1=CC(=CC=C1C2=CC=C(C3=NSN=C23)C4=CC=C(C=C4)Cl)Cl,384.0,,492.0,,0.53,https://doi.org/10.1039/C7TC05395A,DCM,8.93,0.309
Imane-26,C1=C(C2=NSN=C2C(=C1)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,362.0,,449.0,,0.89,https://doi.org/10.1039/C7TC05395A,DCM,8.93,0.309
Imane-27,FC(F)(F)c1cc(cc(c1)C(F)(F)F)c2ccc(c3ccc4OCOc4c3)c5nsnc25,400.0,,555.0,,0.19,https://doi.org/10.1039/C7TC05395A,DCM,8.93,0.309
PP1,CCCCCCCc1ccccc1c2ccc(cc2CCCCCCC)c3ccc(c4sccc4)c5nsnc35,428.0,,596.0,168.0,,https://doi.org/10.1016/j.dyepig.2017.08.055,DCM,8.93,0.309
PP2,CCCCCCC1(CCCCCC)C2=C(C=CC(=C2)C3=CC=C(C4=CC=C(C5CCCS5)C6=NSN=C46)S3)C7=CC=C(C=C71)N(C8=CC=C(C=C8)C(=O)C)C9=CC=C(C=C9)C(=O)O,485.0,,621.0,136.0,,https://doi.org/10.1016/j.dyepig.2017.08.055,DCM,8.93,0.309
PP2-NDI,C1C=C(N2C(=O)C3=C4C5=C(C(N(OS)C(=O)C5=CC=C4C2=O)=O)C=C3)C=CC=1C#CC1SC(C2C3C(=NSN=3)C(C3SC(C4C=CC5C6C(C(OO)(OO)C=5C=4)=CC(N(C4C=CC(C(O)=O)=CC=4)C4C=CC(C(O)=O)=CC=4)=CC=6)=CC=3)=CC=2)=CC=1,502.0,,651.0,149.0,,https://doi.org/10.1016/j.dyepig.2017.08.055,DCM,8.93,0.309
Haipeng-1,CCCCCCCCCCCCCCCCOc1cc(COc2ccc(cc2)c3sc(cc3)C#Cc4ccc(C#Cc5sc(cc5)c6ccc(OCc7cc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c7)cc6)c8nsnc48)cc(OCCCCCCCCCCCCCCCC)c1OCCCCCCCCCCCCCCCC,474.0,,592.0,118.0,,https://doi.org/10.1016/j.dyepig.2017.07.045,THF,7.58,0.605
Haipeng-1,CCCCCCCCCCCCCCCCOc1cc(COc2ccc(cc2)c3sc(cc3)C#Cc4ccc(C#Cc5sc(cc5)c6ccc(OCc7cc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c7)cc6)c8nsnc48)cc(OCCCCCCCCCCCCCCCC)c1OCCCCCCCCCCCCCCCC,471.0,,565.0,94.0,,https://doi.org/10.1016/j.dyepig.2017.07.045,TOL,2.3741,0.099
Haipeng-1,CCCCCCCCCCCCCCCCOc1cc(COc2ccc(cc2)c3sc(cc3)C#Cc4ccc(C#Cc5sc(cc5)c6ccc(OCc7cc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c7)cc6)c8nsnc48)cc(OCCCCCCCCCCCCCCCC)c1OCCCCCCCCCCCCCCCC,469.0,,528.0,59.0,,https://doi.org/10.1016/j.dyepig.2017.07.045,HEX,1.88,0.009
LD-BTD1,CN(C)C1=CC=C(C=C1)C2=CC=CC3=NSN=C32,420.0,,511.0,91.0,0.66,https://doi.org/10.1021/acs.bioconjchem.7b00048,HEX,1.88,0.009
LD-BTD1,CN(C)C1=CC=C(C=C1)C2=CC=CC3=NSN=C32,429.0,,578.0,149.0,0.71,https://doi.org/10.1021/acs.bioconjchem.7b00048,TOL,2.3741,0.099
LD-BTD1,CN(C)C1=CC=C(C=C1)C2=CC=CC3=NSN=C32,420.0,,583.0,163.0,0.66,https://doi.org/10.1021/acs.bioconjchem.7b00048,DEE,4.33,0.117
LD-BTD1,CN(C)C1=CC=C(C=C1)C2=CC=CC3=NSN=C32,429.0,,633.0,204.0,0.38,https://doi.org/10.1021/acs.bioconjchem.7b00048,THF,7.58,0.605
LD-BTD1,CN(C)C1=CC=C(C=C1)C2=CC=CC3=NSN=C32,431.0,,635.0,204.0,0.02,https://doi.org/10.1021/acs.bioconjchem.7b00048,OctOH,10.3,0.537
LD-BTD1,CN(C)C1=CC=C(C=C1)C2=CC=CC3=NSN=C32,423.0,,709.0,286.0,0.01,https://doi.org/10.1021/acs.bioconjchem.7b00048,MeOH,32.613,0.762
LD-BTD1,CN(C)C1=CC=C(C=C1)C2=CC=CC3=NSN=C32,429.0,,713.0,284.0,0.04,https://doi.org/10.1021/acs.bioconjchem.7b00048,DMF,37.5,0.386
LD-BTD1,CN(C)C1=CC=C(C=C1)C2=CC=CC3=NSN=C32,440.0,,759.0,319.0,0.03,https://doi.org/10.1021/acs.bioconjchem.7b00048,DMSO,46.826,0.444
BTD-4pyr,COc1ccc(cc1)c2ccc(c3cccnc3)c4nsnc24,386.0,,,137.0,,https://doi.org/10.1016/j.molstruc.2016.11.050,ACN,37.5,0.46
BTD-4pyr,COc1ccc(cc1)c2ccc(c3cccnc3)c4nsnc24,390.0,,,128.0,,https://doi.org/10.1016/j.molstruc.2016.11.050,Ac,1.26,0.355
BTD-4pyr,COc1ccc(cc1)c2ccc(c3cccnc3)c4nsnc24,414.0,,,131.0,,https://doi.org/10.1016/j.molstruc.2016.11.050,MeOH,32.613,0.762
BTD-4pyr,COc1ccc(cc1)c2ccc(c3cccnc3)c4nsnc24,392.0,,,120.0,,https://doi.org/10.1016/j.molstruc.2016.11.050,AcOEt,6.2,0.228
BTD-4pyr,COc1ccc(cc1)c2ccc(c3cccnc3)c4nsnc24,396.0,,,118.0,,https://doi.org/10.1016/j.molstruc.2016.11.050,THF,7.58,0.605
BTD-4pyr,COc1ccc(cc1)c2ccc(c3cccnc3)c4nsnc24,396.0,,,122.0,,https://doi.org/10.1016/j.molstruc.2016.11.050,PropOH,17.9,0.617
BTD-4pyr,COc1ccc(cc1)c2ccc(c3cccnc3)c4nsnc24,415.0,,,115.0,,https://doi.org/10.1016/j.molstruc.2016.11.050,DCM,8.93,0.309
BTD-4pyr,COc1ccc(cc1)c2ccc(c3cccnc3)c4nsnc24,400.0,,,100.0,,https://doi.org/10.1016/j.molstruc.2016.11.050,TOL,2.3741,0.099
BTD-Et4pyr,COc1ccc(cc1)c2ccc(C#Cc3ccncc3)c4nsnc24,408.0,,,119.0,,https://doi.org/10.1016/j.molstruc.2016.11.050,ACN,37.5,0.46
BTD-Et4pyr,COc1ccc(cc1)c2ccc(C#Cc3ccncc3)c4nsnc24,408.0,,,113.0,,https://doi.org/10.1016/j.molstruc.2016.11.050,Ac,1.26,0.355
BTD-Et4pyr,COc1ccc(cc1)c2ccc(C#Cc3ccncc3)c4nsnc24,410.0,,,132.0,,https://doi.org/10.1016/j.molstruc.2016.11.050,MeOH,32.613,0.762
BTD-Et4pyr,COc1ccc(cc1)c2ccc(C#Cc3ccncc3)c4nsnc24,409.0,,,107.0,,https://doi.org/10.1016/j.molstruc.2016.11.050,AcOEt,6.2,0.228
BTD-Et4pyr,COc1ccc(cc1)c2ccc(C#Cc3ccncc3)c4nsnc24,411.0,,,109.0,,https://doi.org/10.1016/j.molstruc.2016.11.050,THF,7.58,0.605
BTD-Et4pyr,COc1ccc(cc1)c2ccc(C#Cc3ccncc3)c4nsnc24,410.0,,,120.0,,https://doi.org/10.1016/j.molstruc.2016.11.050,PropOH,17.9,0.617
BTD-Et4pyr,COc1ccc(cc1)c2ccc(C#Cc3ccncc3)c4nsnc24,412.0,,,109.0,,https://doi.org/10.1016/j.molstruc.2016.11.050,DCM,8.93,0.309
BTD-Et4pyr,COc1ccc(cc1)c2ccc(C#Cc3ccncc3)c4nsnc24,414.0,,,93.0,,https://doi.org/10.1016/j.molstruc.2016.11.050,TOL,2.3741,0.099
Suguru-1a,CC1NC(=C2C=CC=CC12)c3cccc4nsnc34,383.0,,523.0,,0.43,https://doi.org/10.1039/C7RA01006K,TOL,2.3741,0.099
Suguru-1b,CCC1NC(=C2C=CC=CC12)c3cccc4nsnc34,380.0,,521.0,,0.36,https://doi.org/10.1039/C7RA01006K,TOL,2.3741,0.099
Suguru-1c,CC(C)C1=C(N(C2=CC=CC=C21)C(=O)OC(C)(C)C)C3=CC=CC4=NSN=C43,380.0,,521.0,,0.36,https://doi.org/10.1039/C7RA01006K,TOL,2.3741,0.099
Suguru-1d,CCOC(=O)N1C2=CC=CC=C2C(=C1C3=CC=CC4=NSN=C43)C,380.0,,524.0,,0.56,https://doi.org/10.1039/C7RA01006K,TOL,2.3741,0.099
Suguru-1e,CC1=CC=C(C=C1)S(=O)(=O)N2C3=CC=CC=C3C(=C2C4=CC=CC5=NSN=C54)C,371.0,,519.0,,0.10,https://doi.org/10.1039/C7RA01006K,TOL,2.3741,0.099
Suguru-1f,CC1=C(N(C2=CC=CC=C12)C(=O)C3=CC=CC=C3)C4=CC=CC5=NSN=C54,391.0,,539.0,,0.09,https://doi.org/10.1039/C7RA01006K,TOL,2.3741,0.099
Suguru-1g,CC1=C(N(C2=CC=CC=C12)C(=O)C(C)(C)C)C3=CC=CC4=NSN=C43,412.0,,560.0,,0.08,https://doi.org/10.1039/C7RA01006K,TOL,2.3741,0.099
Suguru-1h,CC1=C(N(C2=CC=CC=C12)C)C3=CC=CC4=NSN=C43,432.0,,603.0,,0.06,https://doi.org/10.1039/C7RA01006K,TOL,2.3741,0.099
MNK-2a,Brc1ccc(N2CCCCC2)c3nsnc13,439.0,,,,,https://doi.org/10.1016/j.tet.2015.04.089,DCM,8.93,0.309
MNK-2b,Brc1ccc(N2CCOCC2)c3nsnc13,427.0,,,,,https://doi.org/10.1016/j.tet.2015.04.089,DCM,8.93,0.309
MNK-3a,C1CCN(CC1)C2=CC=C(C3=NSN=C23)C=CC4=CC=NC=C4,470.0,,,,,https://doi.org/10.1016/j.tet.2015.04.089,DCM,8.93,0.309
MNK-3b,C1COCCN1C2=CC=C(C3=NSN=C23)C=CC4=CC=NC=C4,454.0,,,,,https://doi.org/10.1016/j.tet.2015.04.089,DCM,8.93,0.309
MNK-6a,CCCCn1c2ccccc2c3cc(\C=C\c4ccc(\C=C\c5ccncc5)c6nsnc46)ccc13,482.0,,,,,https://doi.org/10.1016/j.tet.2015.04.089,DCM,8.93,0.309
MNK-6b,CCCCN1C2=C(C=C(C=C2)C=CC3=CC=C(C4=NSN=C34)C=CC5=CC=NC=C5)SC6=CC=CC=C61,488.0,,,,,https://doi.org/10.1016/j.tet.2015.04.089,DCM,8.93,0.309
Oguzhan-BT,C1=CC=C(C=C1)C2=CC=C(C3=NSN=C23)C4=CC=CC=C4,381.0,,486.0,,,https://doi.org/10.1016/j.snb.2014.12.056,CFM,4.81,0.259
Oguzhan-BT,C1=CC=C(C=C1)C2=CC=C(C3=NSN=C23)C4=CC=CC=C4,385.0,,483.0,,,https://doi.org/10.1016/j.snb.2014.12.056,CBZN,23.0,0.333
Oguzhan-BT,C1=CC=C(C=C1)C2=CC=C(C3=NSN=C23)C4=CC=CC=C4,380.0,,492.0,,,https://doi.org/10.1016/j.snb.2014.12.056,EtOH,24.852,0.654
Oguzhan-BT,C1=CC=C(C=C1)C2=CC=C(C3=NSN=C23)C4=CC=CC=C4,386.0,,488.0,,,https://doi.org/10.1016/j.snb.2014.12.056,BZNit,26.0,0.333
Oguzhan-BI-T,Oc1ccccc1C2=NC3C(N2)C(=CC=C3c4ccc(c5ccc(c6ccccc6)c7nc([nH]c57)c8ccccc8O)c9nsnc49)c%10ccccc%10,338.0,,470.0,,,https://doi.org/10.1016/j.snb.2014.12.056,CFM,4.81,0.259
Oguzhan-BI-T,Oc1ccccc1C2=NC3C(N2)C(=CC=C3c4ccc(c5ccc(c6ccccc6)c7nc([nH]c57)c8ccccc8O)c9nsnc49)c%10ccccc%10,341.0,,476.0,,,https://doi.org/10.1016/j.snb.2014.12.056,CBZN,23.0,0.333
Oguzhan-BI-T,Oc1ccccc1C2=NC3C(N2)C(=CC=C3c4ccc(c5ccc(c6ccccc6)c7nc([nH]c57)c8ccccc8O)c9nsnc49)c%10ccccc%10,339.0,,466.0,,,https://doi.org/10.1016/j.snb.2014.12.056,EtOH,24.852,0.654
Oguzhan-BI-T,Oc1ccccc1C2=NC3C(N2)C(=CC=C3c4ccc(c5ccc(c6ccccc6)c7nc([nH]c57)c8ccccc8O)c9nsnc49)c%10ccccc%10,346.0,,474.0,,,https://doi.org/10.1016/j.snb.2014.12.056,BZNit,26.0,0.333
Wang-DTBT,s1ccc(c1)c2ccc(c3sccc3)c4nsnc24,449.0,,535.0,,,https://doi.org/10.1039/C4PY01627K,VAC,0.0,0.0
Wang-DHTBT,CCCCCCC1=CSC(=C1)C2=CC=C(C3=NSN=C23)C4=CC(=CS4)CCCCCC,460.0,,546.0,,,https://doi.org/10.1039/C4PY01627K,VAC,0.0,0.0
Wang-DEDOTBT,C1COc2cc(sc2O1)c3ccc(c4scc5OCCOc45)c6nsnc36,483.0,,574.0,,,https://doi.org/10.1039/C4PY01627K,VAC,0.0,0.0
Bin-1,CB(C1C=CC(C2C3C(=NSN=3)C(C3C=CC(B(C)C)=CC=3)=CC=2)=CC=1)C,392.0,,477.0,,0.90,https://doi.org/10.1016/j.tet.2014.06.110,BZN,2.27,0.111
Bin-1,CB(C1C=CC(C2C3C(=NSN=3)C(C3C=CC(B(C)C)=CC=3)=CC=2)=CC=1)C,393.0,,469.0,,,https://doi.org/10.1016/j.tet.2014.06.110,CHX,2.02,0.006
Bin-1,CB(C1C=CC(C2C3C(=NSN=3)C(C3C=CC(B(C)C)=CC=3)=CC=2)=CC=1)C,391.0,,478.0,,,https://doi.org/10.1016/j.tet.2014.06.110,THF,7.58,0.605
Bin-1,CB(C1C=CC(C2C3C(=NSN=3)C(C3C=CC(B(C)C)=CC=3)=CC=2)=CC=1)C,392.0,,482.0,,,https://doi.org/10.1016/j.tet.2014.06.110,DCM,8.93,0.309
Bin-1,CB(C1C=CC(C2C3C(=NSN=3)C(C3C=CC(B(C)C)=CC=3)=CC=2)=CC=1)C,389.0,,483.0,,,https://doi.org/10.1016/j.tet.2014.06.110,MeCN,37.5,0.46
Bin-2,COC1C=CC(C2C3C(=NSN=3)C(C3C=CC(B(C)C)=CC=3)=CC=2)=CC=1,401.0,,511.0,,0.72,https://doi.org/10.1016/j.tet.2014.06.110,BZN,2.27,0.111
Bin-3,CB(C)c1ccc(cc1)c2ccc(c3ccc(cc3)N(c4ccccc4)c5ccccc5)c6nsnc26,444.0,,575.0,,0.83,https://doi.org/10.1016/j.tet.2014.06.110,BZN,2.27,0.111
Bin-3,CB(C)c1ccc(cc1)c2ccc(c3ccc(cc3)N(c4ccccc4)c5ccccc5)c6nsnc26,446.0,,536.0,,,https://doi.org/10.1016/j.tet.2014.06.110,CHX,2.02,0.006
Bin-3,CB(C)c1ccc(cc1)c2ccc(c3ccc(cc3)N(c4ccccc4)c5ccccc5)c6nsnc26,444.0,,619.0,,,https://doi.org/10.1016/j.tet.2014.06.110,THF,7.58,0.605
Bin-3,CB(C)c1ccc(cc1)c2ccc(c3ccc(cc3)N(c4ccccc4)c5ccccc5)c6nsnc26,443.0,,626.0,,,https://doi.org/10.1016/j.tet.2014.06.110,DCM,8.93,0.309
Bin-3,CB(C)c1ccc(cc1)c2ccc(c3ccc(cc3)N(c4ccccc4)c5ccccc5)c6nsnc26,443.0,,669.0,,,https://doi.org/10.1016/j.tet.2014.06.110,MeCN,37.5,0.46
Bin-4,C1=CC=C(C=C1)C2=CC=C(C3=NSN=C23)C4=CC=CC=C4,381.0,,473.0,,0.80,https://doi.org/10.1016/j.tet.2014.06.110,BZN,2.27,0.111
Bin-4,C1=CC=C(C=C1)C2=CC=C(C3=NSN=C23)C4=CC=CC=C4,380.0,,465.0,,,https://doi.org/10.1016/j.tet.2014.06.110,CHX,2.02,0.006
Bin-4,C1=CC=C(C=C1)C2=CC=C(C3=NSN=C23)C4=CC=CC=C4,179.0,,477.0,,,https://doi.org/10.1016/j.tet.2014.06.110,THF,7.58,0.605
Bin-4,C1=CC=C(C=C1)C2=CC=C(C3=NSN=C23)C4=CC=CC=C4,378.0,,479.0,,,https://doi.org/10.1016/j.tet.2014.06.110,DCM,8.93,0.309
Bin-4,C1=CC=C(C=C1)C2=CC=C(C3=NSN=C23)C4=CC=CC=C4,375.0,,483.0,,,https://doi.org/10.1016/j.tet.2014.06.110,MeCN,37.5,0.46
Juha-11a,CCCCCCc1csc(c1)c2ccc(c3sc(nc3)c4sccc4)c5nsnc25,472.0,,493.0,121.0,,https://doi.org/10.1021/acs.joc.5b02689,CFM,4.81,0.259
Juha-11b,CCCCCCc1csc(c1)c2ccc(c3sc(nc3)c4sccc4CCCCCC)c5nsnc25,475.0,,497.0,122.0,,https://doi.org/10.1021/acs.joc.5b02689,CFM,4.81,0.259
Juha-11c,COc1ccsc1c2ccc(c3sc(nc3)c4sccc4)c5nsnc25,475.0,,618.0,143.0,,https://doi.org/10.1021/acs.joc.5b02689,CFM,4.81,0.259
Chen-Bz(T1CAO)2,CCCCC(COC(/C(/C#N)=C/C1SC(C2C3C(=NSN=3)C(C3SC(/C=C(/C(OCC(CCCC)CC)=O)\C#N)=CC=3)=CC=2)=CC=1)=O)CC,498.0,,575.0,77.0,0.24,https://doi.org/10.1039/C6NJ00847J,DCM,8.93,0.309
Chen-Bz(T1CAEH)2,CCCCC(COC(/C(/C#N)=C/C1SC(C2SC(C3C4C(=NSN=4)C(C4SC(C5SC(/C=C(/C(OCC(CCCC)CC)=O)\C#N)=CC=5)=CC=4)=CC=3)=CC=2)=CC=1)=O)CC,497.0,,575.0,78.0,0.24,https://doi.org/10.1039/C6NJ00847J,DCM,8.93,0.309
Chen-Bz(T2CAO)2,CCCCCCCCOC(/C(/C#N)=C/C1SC(C2SC(C3C4C(=NSN=4)C(C4SC(C5SC(/C=C(/C(OCCCCCCCC)=O)\C#N)=CC=5)=CC=4)=CC=3)=CC=2)=CC=1)=O,522.0,,625.0,103.0,0.27,https://doi.org/10.1039/C6NJ00847J,DCM,8.93,0.309
Chen-Bz(T2CAEH)2,CCCCC(COC(/C(/C#N)=C/C1SC(C2SC(C3C4C(=NSN=4)C(C4SC(C5SC(/C=C(/C(OCC(CCCC)CC)=O)\C#N)=CC=5)=CC=4)=CC=3)=CC=2)=CC=1)=O)CC,525.0,,625.0,100.0,0.27,https://doi.org/10.1039/C6NJ00847J,DCM,8.93,0.309
Satou-1,CCCCCC(CC)Cc1cscc1c2sc3c(n2)c(c4sc(cc4)N(c5ccccc5)c6ccccc6)c7nsnc7c3c8sc(cc8)N(c9ccccc9)c%10ccccc%10,632.0,,755.0,123.0,,https://doi.org/10.1246/cl.160519,CHX,2.02,0.006
Satou-1,CCCCCC(CC)Cc1cscc1c2sc3c(n2)c(c4sc(cc4)N(c5ccccc5)c6ccccc6)c7nsnc7c3c8sc(cc8)N(c9ccccc9)c%10ccccc%10,634.0,,805.0,171.0,,https://doi.org/10.1246/cl.160519,DCM,8.93,0.309
Satou-1,CCCCCC(CC)Cc1cscc1c2sc3c(n2)c(c4sc(cc4)N(c5ccccc5)c6ccccc6)c7nsnc7c3c8sc(cc8)N(c9ccccc9)c%10ccccc%10,639.0,,870.0,231.0,,https://doi.org/10.1246/cl.160519,DMF,37.5,0.386
Satou-2,CCCCCC(CC)Cc1cscc1c2sc3c(n2)c(c4sc(cc4)c5ccc(cc5)N(c6ccccc6)c7ccccc7)c8nsnc8c3c9sc(cc9)c%10ccc(cc%10)N(c%11ccccc%11)c%12ccccc%12,600.0,,698.0,98.0,,https://doi.org/10.1246/cl.160519,CHX,2.02,0.006
Satou-2,CCCCCC(CC)Cc1cscc1c2sc3c(n2)c(c4sc(cc4)c5ccc(cc5)N(c6ccccc6)c7ccccc7)c8nsnc8c3c9sc(cc9)c%10ccc(cc%10)N(c%11ccccc%11)c%12ccccc%12,600.0,,748.0,148.0,,https://doi.org/10.1246/cl.160519,DCM,8.93,0.309
Satou-2,CCCCCC(CC)Cc1cscc1c2sc3c(n2)c(c4sc(cc4)c5ccc(cc5)N(c6ccccc6)c7ccccc7)c8nsnc8c3c9sc(cc9)c%10ccc(cc%10)N(c%11ccccc%11)c%12ccccc%12,602.0,,825.0,223.0,,https://doi.org/10.1246/cl.160519,DMF,37.5,0.386
Satou-3b,CCCCCC(CC)Cc1sc(cc1)c2sc3c(n2)c(c4sccc4)c5nsnc5c3c6sccc6,508.0,,600.0,92.0,,https://doi.org/10.1246/cl.160519,CHX,2.02,0.006
Sukhikh-L1,C1=CC2=NSN=C2C(=C1)N,410.0,,575.0,,0.1,https://doi.org/10.1039/C6RA06547C,DCM,8.93,0.309
Sukhikh-L2H,CC(=O)/C=C(C)/Nc1cccc2nsnc12,412.0,,538.0,,0.8,https://doi.org/10.1039/C6RA06547C,DCM,8.93,0.309
Huang-1,CCCCCCCCCCCCCCCCOc1cc(Cn2cc(Oc3ccc(cc3)c4ccc(c5ccc(OC6CN=NN6Cc7cc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c7)cc5)c8nsnc48)nn2)cc(OCCCCCCCCCCCCCCCC)c1OCCCCCCCCCCCCCCCC,403.0,,535.0,132.0,0.5,https://doi.org/10.1039/C5RA25242C,DCM,8.93,0.309
Huang-1,CCCCCCCCCCCCCCCCOc1cc(Cn2cc(Oc3ccc(cc3)c4ccc(c5ccc(OC6CN=NN6Cc7cc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c7)cc5)c8nsnc48)nn2)cc(OCCCCCCCCCCCCCCCC)c1OCCCCCCCCCCCCCCCC,407.0,,539.0,132.0,0.55,https://doi.org/10.1039/C5RA25242C,CFM,4.81,0.259
